Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
12335,5.0,0.152,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['delete', 'row', 'dataframe', 'reset', 'index']"
12336,2.0,0.1434,"python, file, csv, files, google, run, script, api, read, save","['create', 'primary', 'key', 'differnet', 'columns', 'mariadb']"
12337,5.0,0.172,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['unpack', 'row', 'similar', 'values', 'index', 'pandas', 'dataframe']"
12338,4.0,0.1473,"list, python, dictionary, find, text, add, remove, number, elements, json","['convert', 'pandas', 'dataframe', 'dictionary', 'lists', 'to_dict']"
12339,6.0,0.1466,"error, date, code, sql, set, selenium, html, format, import, flask","['serial', 'number', 'device', 'unique']"
12340,0.0,0.15,"python, string, image, make, output, strings, replace, specific, print, split","['wrapping', 'format', 'cell', 'without', 'removing', 'contents']"
12341,3.0,0.1493,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['organize', 'labels', 'y_train', 'yolo', 'object', 'detection']"
12342,1.0,0.1652,"data, convert, model, django, table, tensorflow, keras, type, method, input","['pycharm', 'type', 'error', 'field', 'extension', 'django']"
12343,1.0,0.1713,"data, convert, model, django, table, tensorflow, keras, type, method, input","['keras', 'metrics', 'model', 'fit']"
12344,1.0,0.1682,"data, convert, model, django, table, tensorflow, keras, type, method, input","['access', 'embeddings', 'using', 'tensorflow', 'hub', 'module']"
12345,0.0,0.1528,"python, string, image, make, output, strings, replace, specific, print, split","['parse', 'block', 'method', 'javaparser']"
12346,2.0,0.1368,"python, file, csv, files, google, run, script, api, read, save","['change', 'ubuntu', 'terminal', 'name']"
12347,5.0,0.1731,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['create', 'category', 'column', 'based', 'data', 'another', 'column']"
12348,3.0,0.1745,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['plot', 'hist', 'using', 'matplotlib']"
12349,1.0,0.1682,"data, convert, model, django, table, tensorflow, keras, type, method, input","['adding', 'float', 'integer', 'using', 'method', 'operator']"
12350,2.0,0.1452,"python, file, csv, files, google, run, script, api, read, save","['get', 'error', 'uploading', 'pypi']"
12351,5.0,0.1798,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['extracting', 'words', 'row', 'entries', 'columns', 'pandas', 'dataframe']"
12352,5.0,0.1682,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['minimum', 'two', 'columns', 'rd', 'column', 'pandas', 'python']"
12353,5.0,0.1775,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['aggregate', 'multiple', 'columns', 'pandas']"
12354,3.0,0.1682,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['plotting', 'pandas', 'dataframe', 'series', 'seaborn']"
12355,6.0,0.1442,"error, date, code, sql, set, selenium, html, format, import, flask","['dropzone', 'js', 'create', 'img', 'tag', 'based', 'server', 'response']"
12356,3.0,0.1581,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['line', 'plot', 'axis', 'using', 'pandas', 'python']"
12357,2.0,0.1343,"python, file, csv, files, google, run, script, api, read, save","['avoid', 'following', 'dash', 'grep', 'results']"
12358,0.0,0.1343,"python, string, image, make, output, strings, replace, specific, print, split","['ignore', 'non', 'compatible', 'character', 'sets']"
12359,7.0,0.15,"function, multiple, array, numpy, create, object, class, return, query, attribute","['ignore', 'text', 'div', 'different', 'class', 'python']"
12360,1.0,0.1368,"data, convert, model, django, table, tensorflow, keras, type, method, input","['dataframe', 'nxn', 'matrix']"
12361,5.0,0.1652,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['melt', 'column', 'substring', 'columns', 'name', 'pandas', 'python']"
12362,4.0,0.1447,"list, python, dictionary, find, text, add, remove, number, elements, json","['convert', 'dataframe', 'column', 'pairs', 'individual', 'dictionary', 'mappings']"
12363,2.0,0.1907,"python, file, csv, files, google, run, script, api, read, save","['fish', 'shell', 'login', 'commands', 'keep', 'running', 'screen', 'tmux', 'session', 'login']"
12364,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['predicting', 'missing', 'word', 'text']"
12365,3.0,0.1394,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['purpose', 'false']"
12366,6.0,0.174,"error, date, code, sql, set, selenium, html, format, import, flask","['python', 'flask', 'html', 'show', 'selected', 'parameters', 'url']"
12367,4.0,0.1595,"list, python, dictionary, find, text, add, remove, number, elements, json","['split', 'columns', 'regex', 'move', 'trailing', 'caps', 'separate', 'column']"
12368,6.0,0.1779,"error, date, code, sql, set, selenium, html, format, import, flask","['getting', 'failed', 'build', 'synonyms', 'message', 'trying', 'build', 'synonyms', 'filter']"
12369,5.0,0.161,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['merge', 'replace', 'column', 'values']"
12370,2.0,0.1343,"python, file, csv, files, google, run, script, api, read, save","['svm', 'cost', 'function', 'parameters']"
12371,4.0,0.1713,"list, python, dictionary, find, text, add, remove, number, elements, json","['store', 'key', 'value', 'pairs', 'qri']"
12372,6.0,0.1528,"error, date, code, sql, set, selenium, html, format, import, flask","['upgrade', 'scikit', 'feature', 'library']"
12373,3.0,0.194,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['seaborn', 'scatterplot', 'shows', 'wrong', 'value', 'legend', 'despite', 'setting', 'max', 'value', 'hue_norm']"
12374,6.0,0.172,"error, date, code, sql, set, selenium, html, format, import, flask","['run', 'rhel', 'windows', 'wsl', 'create', 'running', 'instance']"
12375,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['keras', 'compile', 'without', 'changing', 'state', 'optimizer']"
12376,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['calculation', 'breakdown', 'field', 'data', 'studio']"
12377,3.0,0.1581,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['docker', 'setting', 'variable', 'scope', 'env']"
12378,3.0,0.1652,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['able', 'align', 'specific', 'patterns', 'side', 'side', 'grid']"
12379,3.0,0.1623,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['plot', 'data', 'frame', 'series', 'used', 'groupby', 'pandas', 'matplotlib']"
12380,5.0,0.1528,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['conditional', 'column', 'based', 'set']"
12381,0.0,0.1343,"python, string, image, make, output, strings, replace, specific, print, split","['mysql', 'count', 'null', 'right', 'join']"
12382,5.0,0.1467,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['find', 'position', 'attribute', 'given', 'attributes', 'pandas', 'dataframe', 'python']"
12383,7.0,0.1404,"function, multiple, array, numpy, create, object, class, return, query, attribute","['pyinsetller', 'change', 'application', 'icon']"
12384,5.0,0.1811,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['shift', 'cells', 'row', 'pandas', 'dataframe', 'backwards']"
12385,5.0,0.193,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['select', 'columns', 'based', 'row', 'values', 'another', 'dataset']"
12386,6.0,0.1399,"error, date, code, sql, set, selenium, html, format, import, flask","['access', 'pelican', 'page', 'article', 'metadata', 'way']"
12387,0.0,0.1561,"python, string, image, make, output, strings, replace, specific, print, split","['patch', 'partial', 'true', 'work', 'django']"
12388,3.0,0.15,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['problem', 'adding', 'column', 'dataframe', 'list']"
12389,3.0,0.15,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['something', 'wrong', 'django', 'api', 'chart', 'rendering']"
12390,5.0,0.1915,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['add', 'column', 'accumulative', 'count', 'unique', 'values', 'column']"
12391,5.0,0.1767,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['groupby', 'id', 'pandas', 'get', 'rows', 'latest', 'date', 'value', 'another', 'column', 'greater']"
12392,7.0,0.148,"function, multiple, array, numpy, create, object, class, return, query, attribute","['django', 'get', 'distinct', 'values', 'attribute', 'db']"
12393,2.0,0.1771,"python, file, csv, files, google, run, script, api, read, save","['install', 'package', 'built', 'cygport', 'cygwin', 'uninstall', 'later']"
12394,1.0,0.1422,"data, convert, model, django, table, tensorflow, keras, type, method, input","['data', 'set', 'missing', 'values', 'percentage', 'data', 'would', 'remain', 'unaffected']"
12395,1.0,0.1864,"data, convert, model, django, table, tensorflow, keras, type, method, input","['see', 'loss', 'rate', 'accuracy', 'xgb', 'training']"
12396,1.0,0.1737,"data, convert, model, django, table, tensorflow, keras, type, method, input","['django', 'tenant', 'write', 'dataframe', 'postgresql', 'schema', 'automatically', 'find', 'schema']"
12397,2.0,0.1949,"python, file, csv, files, google, run, script, api, read, save","['using', 'ipyparallel', 'two', 'execute', 'function', 'different', 'parameters', 'jupyter', 'notebook']"
12398,4.0,0.1672,"list, python, dictionary, find, text, add, remove, number, elements, json","['adjust', 'heights', 'listbox', 'inside', 'frame', 'tkinter']"
12399,0.0,0.1949,"python, string, image, make, output, strings, replace, specific, print, split","['hide', 'particular', 'cell', 'cells', 'output', 'python', 'jupyterlab', 'notebook', 'using', 'code', 'command', 'within', 'cell']"
12400,5.0,0.1473,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['dataframe', 'column', 'replace', 'first', 'space', 'comma', 'underscore']"
12401,2.0,0.1466,"python, file, csv, files, google, run, script, api, read, save","['python', 'tensorflow', 'convlstm', 'equivalent']"
12402,0.0,0.1603,"python, string, image, make, output, strings, replace, specific, print, split","['sequentially', 'receive', 'data', 'returned', 'thread', 'function', 'python']"
12403,3.0,0.1356,"values, time, loop, plot, index, variable, change, series, matplotlib, line",['mlpclassifier']
12404,5.0,0.15,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['get', 'difference', 'two', 'columns', 'offset', 'rolling', 'shift']"
12405,3.0,0.1623,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['seaborn', 'shaded', 'barplot', 'one', 'particual', 'day', 'total', 'barplot']"
12406,0.0,0.1642,"python, string, image, make, output, strings, replace, specific, print, split","['create', 'pick', 'place', 'options', 'widgets', 'python', 'gui']"
12407,6.0,0.1708,"error, date, code, sql, set, selenium, html, format, import, flask","['error', 'unable', 'access', 'jarfile', 'target', 'dependency', 'jetty', 'runner', 'jar', 'heroku']"
12408,6.0,0.1447,"error, date, code, sql, set, selenium, html, format, import, flask","['error', 'using', 'lapply', 'pass', 'dataframe', 'variable', 'custom', 'function']"
12409,2.0,0.1545,"python, file, csv, files, google, run, script, api, read, save","['airflow', 'multiple', 'ssh', 'hooks', 'dynamically', 'created', 'dag']"
12410,5.0,0.1779,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['replace', 'multiple', 'columns', 'nans', 'columns', 'values', 'pandas']"
12411,3.0,0.1584,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['pca', 'applied', 'multivariate', 'time', 'series', 'dimensionality', 'reduction']"
12412,1.0,0.1473,"data, convert, model, django, table, tensorflow, keras, type, method, input","['stop', 'click', 'python', 'module', 'catching', 'handling']"
12413,6.0,0.1607,"error, date, code, sql, set, selenium, html, format, import, flask","['fix', 'erroos', 'rename', 'error', 'winerror', 'filename', 'directory', 'name', 'volume', 'label', 'syntax', 'incorrect']"
12414,0.0,0.15,"python, string, image, make, output, strings, replace, specific, print, split","['cannot', 'specify', 'neural', 'network', 'type', 'input', 'parameter']"
12415,4.0,0.1662,"list, python, dictionary, find, text, add, remove, number, elements, json","['add', 'number', 'beginning', 'row', 'pandas']"
12416,1.0,0.2009,"data, convert, model, django, table, tensorflow, keras, type, method, input","['django', 'rest', 'framework', 'use', 'objects', 'choices', 'field']"
12417,5.0,0.1915,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['count', 'specific', 'words', 'row', 'column', 'python', 'pandas']"
12418,5.0,0.152,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['create', 'new', 'rows', 'entries', 'exist', 'pandas']"
12419,6.0,0.192,"error, date, code, sql, set, selenium, html, format, import, flask","['docker', 'compose', 'npm', 'err', 'failed', 'client', 'start', 'script']"
12420,0.0,0.1473,"python, string, image, make, output, strings, replace, specific, print, split","['python', 'get', 'status', 'latency', 'network', 'wireless', 'drive']"
12421,6.0,0.1682,"error, date, code, sql, set, selenium, html, format, import, flask","['pipenv', 'installing', 'external', 'package', 'dependencies']"
12422,1.0,0.1528,"data, convert, model, django, table, tensorflow, keras, type, method, input","['load', 'media', 'files', 'django']"
12423,2.0,0.148,"python, file, csv, files, google, run, script, api, read, save","['jupyter', 'notebook', 'ipytree', 'multiline', 'node']"
12424,6.0,0.1798,"error, date, code, sql, set, selenium, html, format, import, flask","['seeing', 'correct', 'error', 'message', 'invalid', 'input', 'spring', 'boot']"
12425,0.0,0.1445,"python, string, image, make, output, strings, replace, specific, print, split","['ordinary', 'least', 'square', 'scale', 'using', 'statsmodels']"
12426,0.0,0.1584,"python, string, image, make, output, strings, replace, specific, print, split","['cdm', 'check', 'possibly', 'mis', 'spelled', 'words', 'description']"
12427,0.0,0.1632,"python, string, image, make, output, strings, replace, specific, print, split","['sqlite', 'table', 'dnsmapping', 'python', 'everybody', 'assignment', 'coursera']"
12428,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['discord', 'bot', 'discord', 'py', 'commands', 'working']"
12429,0.0,0.1811,"python, string, image, make, output, strings, replace, specific, print, split","['beautiful', 'soup', 'extract', 'multiple', 'links', 'avaliable']"
12430,0.0,0.1612,"python, string, image, make, output, strings, replace, specific, print, split","['regular', 'expression', 'find', 'specific', 'letter', 'link']"
12431,7.0,0.1775,"function, multiple, array, numpy, create, object, class, return, query, attribute","['stacking', 'ndarrays', 'loop', 'using', 'np', 'stack', 'new', 'dimension', 'creating', 'array', 'ndarrays']"
12432,5.0,0.1447,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['optimize', 'nested', 'loop', 'code', 'dealing', 'pandas', 'dataframes']"
12433,2.0,0.1742,"python, file, csv, files, google, run, script, api, read, save","['check', 'system', 'argument', 'shell', 'script']"
12434,0.0,0.1672,"python, string, image, make, output, strings, replace, specific, print, split","['decent', 'api', 'use', 'generate', 'random', 'otter', 'image']"
12435,0.0,0.1592,"python, string, image, make, output, strings, replace, specific, print, split","['efficiently', 'detect', 'language', 'string', 'python', 'list']"
12436,5.0,0.1545,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['aggregating', 'data', 'sql', 'values', 'rows', 'meet', 'certain', 'criteria']"
12437,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['writing', 'text', 'csv', 'opening', 'read', 'char']"
12438,3.0,0.1368,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['technical', 'differences', 'nothing', 'vs', 'pass']"
12439,4.0,0.1494,"list, python, dictionary, find, text, add, remove, number, elements, json","['add', 'quotes', 'file']"
12440,1.0,0.1447,"data, convert, model, django, table, tensorflow, keras, type, method, input","['typeerror', 'matching', 'signature', 'found', 'tryint', 'pivot', 'dataframe']"
12441,5.0,0.1878,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['column', 'counts', 'within', 'subgroups', 'pandas']"
12442,0.0,0.1528,"python, string, image, make, output, strings, replace, specific, print, split","['iterate', 'vector', 'part', 'struct']"
12443,0.0,0.1742,"python, string, image, make, output, strings, replace, specific, print, split","['cleaning', 'python', 'bytes', 'ascii', 'codes']"
12444,3.0,0.1572,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['specify', 'colors', 'line', 'types', 'using', 'columns', 'dataframe', 'using', 'ggplot']"
12445,4.0,0.154,"list, python, dictionary, find, text, add, remove, number, elements, json","['clean', 'way', 'group', 'nested', 'loops', 'iterator']"
12446,5.0,0.1528,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'understanding', 'dataframe', 'behavior']"
12447,6.0,0.1592,"error, date, code, sql, set, selenium, html, format, import, flask","['retain', 'special', 'characters', 'url', 'parameters', 'flask']"
12448,5.0,0.2076,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['finding', 'index', 'rows', 'based', 'sequence', 'values', 'column', 'pandas', 'dataframe']"
12449,6.0,0.1422,"error, date, code, sql, set, selenium, html, format, import, flask","['asp', 'net', 'core', 'mvc', 'redirecting', 'action', 'another', 'controller', 'view']"
12450,4.0,0.1363,"list, python, dictionary, find, text, add, remove, number, elements, json","['exclude', 'long', 'peaks', 'histograms']"
12451,0.0,0.159,"python, string, image, make, output, strings, replace, specific, print, split","['match', 'specific', 'hashtag', 'pattern']"
12452,2.0,0.1713,"python, file, csv, files, google, run, script, api, read, save","['reading', 'csv', 'bucket', 'profile']"
12453,4.0,0.1394,"list, python, dictionary, find, text, add, remove, number, elements, json","['get', 'value', 'list', 'pandas']"
12454,3.0,0.1363,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['use', 'dbscan', 'method', 'sklearn', 'clustering']"
12455,5.0,0.1949,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['google', 'sheets', 'query', 'filter', 'columns', 'selecting', 'rows', 'specific', 'condition', 'select', 'row', 'colcontas', 'row', 'colnum']"
12456,7.0,0.1652,"function, multiple, array, numpy, create, object, class, return, query, attribute","['dimensional', 'numpy', 'array', 'always', 'behave', 'like', 'row', 'vector']"
12457,0.0,0.1652,"python, string, image, make, output, strings, replace, specific, print, split","['extracting', 'sentence', 'string', 'embedded', 'text', 'using', 'regex']"
12458,5.0,0.1623,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['extract', 'numerical', 'information', 'pandas', 'column', 'insert', 'new', 'column']"
12459,3.0,0.1767,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['matplot', 'lib', 'create', 'scatter', 'plot', 'points', 'fill', 'available', 'space']"
12460,5.0,0.1633,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'create', 'column', 'lagged', 'difference', 'two', 'columns', 'grouped', 'key']"
12461,0.0,0.1513,"python, string, image, make, output, strings, replace, specific, print, split","['scraping', 'images', 'lists', 'thumbnails', 'images', 'instead', 'strings']"
12462,6.0,0.1553,"error, date, code, sql, set, selenium, html, format, import, flask","['remove', 'duplicates', 'spark', 'sql', 'joining', 'two', 'dataframes']"
12463,0.0,0.1682,"python, string, image, make, output, strings, replace, specific, print, split","['split', 'numeric', 'string', 'list', 'integers']"
12464,2.0,0.183,"python, file, csv, files, google, run, script, api, read, save","['way', 'import', 'data', 'one', 'google', 'sheet', 'another', 'name', 'sheet', 'file']"
12465,5.0,0.1791,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'dataframe', 'column', 'data', 'containing', 'nan', 'values']"
12466,1.0,0.1603,"data, convert, model, django, table, tensorflow, keras, type, method, input","['prophet', 'returns', 'negative', 'prediction', 'whan', 'inputs', 'positive']"
12467,4.0,0.1384,"list, python, dictionary, find, text, add, remove, number, elements, json","['exception', 'handling', 'yahoo', 'finance']"
12468,3.0,0.1528,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['calculate', 'distance', 'coordinates', 'python']"
12469,6.0,0.15,"error, date, code, sql, set, selenium, html, format, import, flask","['use', 'means', 'algorithm', 'attribute', 'clustering', 'ner']"
12470,7.0,0.1632,"function, multiple, array, numpy, create, object, class, return, query, attribute","['using', 'user', 'uploaded', 'document', 'add', 'contect', 'elasticsearch']"
12471,3.0,0.1888,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['python', 'pandas', 'accessing', 'second', 'level', 'index', 'labels', 'limited', 'particular', 'label', 'first', 'level']"
12472,3.0,0.1737,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['pair', 'consecutive', 'elements', 'pd', 'cut', 'list', 'new', 'histogram', 'label', 'list']"
12473,6.0,0.1389,"error, date, code, sql, set, selenium, html, format, import, flask","['install', 'config', 'dir']"
12474,1.0,0.141,"data, convert, model, django, table, tensorflow, keras, type, method, input","['deal', 'truncation', 'inequations']"
12475,0.0,0.1343,"python, string, image, make, output, strings, replace, specific, print, split","['import', 'module', 'based', 'string']"
12476,3.0,0.152,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['python', 'seaborn', 'heatmap', 'formatting', 'annotation']"
12477,1.0,0.1368,"data, convert, model, django, table, tensorflow, keras, type, method, input","['inserting', 'value', 'new', 'column', 'valueerror']"
12478,1.0,0.1394,"data, convert, model, django, table, tensorflow, keras, type, method, input","['possible', 'use', 'shuffle', 'resample']"
12479,4.0,0.1506,"list, python, dictionary, find, text, add, remove, number, elements, json","['python', 'convert', 'list', 'parentheses', 'ends', 'normal', 'list']"
12480,3.0,0.15,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['oracle', 'database', 'connection', 'using', 'python', 'working']"
12481,6.0,0.1486,"error, date, code, sql, set, selenium, html, format, import, flask","['way', 'get', 'question', 'correct', 'answer', 'also', 'incorrect', 'answers', 'using', 'opentdbpy', 'module']"
12482,1.0,0.1368,"data, convert, model, django, table, tensorflow, keras, type, method, input","['trying', 'check', 'value', 'dictionary', 'integer']"
12483,2.0,0.1561,"python, file, csv, files, google, run, script, api, read, save","['regex', 'python', 'adjust', 'txt', 'file']"
12484,2.0,0.1592,"python, file, csv, files, google, run, script, api, read, save","['converting', 'firebase', 'app', 'code', 'use', 'fetch', 'api']"
12485,5.0,0.15,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['creating', 'new', 'column', 'creates', 'copy', 'dataframe']"
12486,5.0,0.1779,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'dataframe', 'apply', 'function', 'values', 'several', 'rows', 'list']"
12487,5.0,0.1614,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['count', 'presence', 'different', 'values', 'long', 'list', 'specific', 'columns', 'python']"
12488,0.0,0.1399,"python, string, image, make, output, strings, replace, specific, print, split","['remove', 'merged', 'rows', 'excel', 'using', 'python']"
12489,2.0,0.141,"python, file, csv, files, google, run, script, api, read, save","['file', 'overlap', 'python']"
12490,0.0,0.1515,"python, string, image, make, output, strings, replace, specific, print, split","['decode', 'characters', 'pandas']"
12491,6.0,0.1493,"error, date, code, sql, set, selenium, html, format, import, flask","['error', 'using', 'confusionmatrix', 'data', 'reference', 'factors', 'levels']"
12492,3.0,0.1528,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['remap', 'values', 'give', 'default', 'value', 'also']"
12493,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['using', 'eval', 'case', 'good', 'idea', 'python']"
12494,4.0,0.1682,"list, python, dictionary, find, text, add, remove, number, elements, json","['add', 'single', 'quote', 'values', 'list']"
12495,5.0,0.154,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['concat', 'specific', 'columns', 'new', 'data', 'frame']"
12496,5.0,0.1623,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['insert', 'element', 'list', 'pandas', 'dataframe', 'creating', 'new', 'column']"
12497,6.0,0.161,"error, date, code, sql, set, selenium, html, format, import, flask","['get', 'last', 'update', 'pip', 'package', 'programatically']"
12498,5.0,0.1368,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'finding', 'missing', 'value']"
12499,5.0,0.1713,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['multiply', 'pandas', 'dataframe', 'mask']"
12500,4.0,0.15,"list, python, dictionary, find, text, add, remove, number, elements, json","['adding', 'array', 'values', 'inside', 'dictionary']"
12501,7.0,0.1595,"function, multiple, array, numpy, create, object, class, return, query, attribute","['skip', 'empty', 'rows', 'calculating', 'irr', 'xirr', 'formula', 'excel']"
12502,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['remove', 'everything', 'title', 'title', 'without', 'regex']"
12503,6.0,0.1711,"error, date, code, sql, set, selenium, html, format, import, flask","['django', 'html', 'connecting', 'template', 'js', 'css']"
12504,6.0,0.1473,"error, date, code, sql, set, selenium, html, format, import, flask","['possible', 'set', 'maximum', 'string', 'length', 'pandas', 'like', 'sql']"
12505,5.0,0.1422,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition",['validation_data']
12506,4.0,0.1651,"list, python, dictionary, find, text, add, remove, number, elements, json","['remove', 'brackets', 'quotes', 'table']"
12507,0.0,0.1528,"python, string, image, make, output, strings, replace, specific, print, split","['understand', 'byte', 'pair', 'encoding']"
12508,5.0,0.1473,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['importerror', 'cannot', 'import', 'name', 'unicodewriter', 'pandas', 'io', 'common']"
12509,0.0,0.1651,"python, string, image, make, output, strings, replace, specific, print, split","['get', 'xsi', 'type', 'xml', 'python']"
12510,2.0,0.1338,"python, file, csv, files, google, run, script, api, read, save","['create', 'folder', 'without', 'trailing', 'white', 'space']"
12511,0.0,0.1365,"python, string, image, make, output, strings, replace, specific, print, split","['check', 'sympy', 'dsolve', 'solve', 'differential', 'equation', 'explicit', 'form']"
12512,1.0,0.1603,"data, convert, model, django, table, tensorflow, keras, type, method, input","['get', 'error', 'using', 'to_char', 'function', 'extract', 'date', 'timestamp', 'postgresql']"
12513,0.0,0.1394,"python, string, image, make, output, strings, replace, specific, print, split","['getting', 'alphabet', 'split']"
12514,0.0,0.1823,"python, string, image, make, output, strings, replace, specific, print, split","['finding', 'corners', 'box', 'given', 'width', 'height']"
12515,3.0,0.1338,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['pandas', 'series', 'dataindex', 'last', 'get', 'error', 'data']"
12516,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['copy', 'specific', 'files', 'contained', 'dataframe', 'one', 'folder', 'another']"
12517,5.0,0.1682,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['label', 'rename', 'data', 'column', 'pandas']"
12518,1.0,0.1557,"data, convert, model, django, table, tensorflow, keras, type, method, input","['timestamp', 'date', 'conversion']"
12519,5.0,0.1363,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['must', 'first', 'characters', 'intel', 'label', 'unique']"
12520,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['extract', 'columns', 'dictionary', 'keys']"
12521,4.0,0.1592,"list, python, dictionary, find, text, add, remove, number, elements, json","['slice', 'starting', 'negative', 'positive', 'index', 'opposite']"
12522,3.0,0.1473,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['interpolation', 'data', 'plotted', 'tuples', 'lists', 'using', 'python']"
12523,0.0,0.1782,"python, string, image, make, output, strings, replace, specific, print, split","['combine', 'replace', 'arrays', 'selected', 'indices', 'rows', 'along', 'specific', 'axis', 'array', 'sum']"
12524,0.0,0.1621,"python, string, image, make, output, strings, replace, specific, print, split","['detecting', 'wheel', 'color', 'print', 'console']"
12525,0.0,0.1553,"python, string, image, make, output, strings, replace, specific, print, split","['dask', 'submit', 'continuously', 'work', 'submitted', 'data']"
12526,7.0,0.1587,"function, multiple, array, numpy, create, object, class, return, query, attribute","['python', 'possible', 'delay', 'execution', 'default', 'argument', 'values', 'class', 'object', 'instantiated']"
12527,2.0,0.1422,"python, file, csv, files, google, run, script, api, read, save","['using', 'pandas', 'find', 'null', 'cells', 'inside', 'csv', 'file', 'print', 'new', 'one']"
12528,2.0,0.1445,"python, file, csv, files, google, run, script, api, read, save","['best', 'way', 'clean', 'book', 'page', 'ocr']"
12529,3.0,0.154,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['understand', 'itertools', 'permutations', 'strange', 'output']"
12530,4.0,0.1513,"list, python, dictionary, find, text, add, remove, number, elements, json","['dart', 'map', 'sort', 'based', 'values', 'lists']"
12531,0.0,0.1439,"python, string, image, make, output, strings, replace, specific, print, split","['develop', 'graphical', 'interface', 'python', 'applications']"
